MemCellType,CellArea (F^2),CellAspectRatio,AccessType,AccessCMOSWidth (F),ResistanceOn (ohm),ResistanceOff (ohm),ReadMode,ReadVoltage (V),ReadPower (uW),ResetMode,ResetCurrent (uA),ResetPulse (ns),ResetEnergy (pJ),SetMode,SetCurrent (uA),SetPulse (ns),SetEnergy (pJ),MemoryCellInputFile,DesignTarget,DeviceRoadmap,LocalWireType,LocalWireRepeaterType,LocalWireUseLowSwing,GlobalWireType,GlobalWireRepeaterType,GlobalWireUseLowSwing,Routing,InternalSensing,Temperature (K),BufferDesignOptimization,ProcessNode,OptimizationTarget,WordWidth (bit),Capacity (MB),Benchmark Name,Read Accesses,Write Accesses,Total Dynamic Read Power (mW),Total Dynamic Write Power (mW),Total Power,Total Dynamic Read Energy (mJ),Total Dynamic Write Energy (mJ),Total Read Latency (ms),Total Write Latency (ms),Read BW Util,Write BW Util,Area (mm^2),Area Efficiency (percent),Read Latency (ns),Write Latency (ns),Read Energy (pJ),Write Energy (pJ),Leakage Power (mW),Bits Per Cell
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10000000000.0,10000.0,37880.0,0.68267,37882.77967,37880.0,0.68267,9713.440000000002,0.10967,2127.659574468085,0.011040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,0,20000.0,0.0,1.36534,3.46234,0.0,1.36534,0.0,0.21934,0.0,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1,20000.0,3.7879999999999996e-06,1.36534,3.462343788,3.7879999999999996e-06,1.36534,9.71344e-07,0.21934,2.1276595744680852e-07,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2,20000.0,7.575999999999999e-06,1.36534,3.462347576,7.575999999999999e-06,1.36534,1.942688e-06,0.21934,4.2553191489361704e-07,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10.0,20000.0,3.7879999999999996e-05,1.36534,3.46237788,3.7879999999999996e-05,1.36534,9.71344e-06,0.21934,2.127659574468085e-06,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,20.0,20000.0,7.575999999999999e-05,1.36534,3.46241576,7.575999999999999e-05,1.36534,1.942688e-05,0.21934,4.25531914893617e-06,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,100.0,20000.0,0.0003788,1.36534,3.4627188,0.0003788,1.36534,9.713440000000001e-05,0.21934,2.1276595744680852e-05,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,200.0,20000.0,0.0007576,1.36534,3.4630976,0.0007576,1.36534,0.00019426880000000002,0.21934,4.2553191489361704e-05,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1000.0,20000.0,0.0037879999999999997,1.36534,3.4661280000000003,0.0037879999999999997,1.36534,0.0009713440000000001,0.21934,0.00021276595744680854,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2000.0,20000.0,0.007575999999999999,1.36534,3.4699159999999996,0.007575999999999999,1.36534,0.0019426880000000001,0.21934,0.00042553191489361707,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10000.0,20000.0,0.037880000000000004,1.36534,3.5002199999999997,0.037880000000000004,1.36534,0.00971344,0.21934,0.002127659574468085,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,20000.0,20000.0,0.07576000000000001,1.36534,3.5381,0.07576000000000001,1.36534,0.01942688,0.21934,0.00425531914893617,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,100000.0,20000.0,0.3788,1.36534,3.84114,0.3788,1.36534,0.09713440000000001,0.21934,0.02127659574468085,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,200000.0,20000.0,0.7576,1.36534,4.21994,0.7576,1.36534,0.19426880000000002,0.21934,0.0425531914893617,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1000000.0,20000.0,3.788,1.36534,7.25034,3.788,1.36534,0.9713440000000002,0.21934,0.2127659574468085,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2000000.0,20000.0,7.576,1.36534,11.03834,7.576,1.36534,1.9426880000000004,0.21934,0.425531914893617,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10000000.0,20000.0,37.88,1.36534,41.34234000000001,37.88,1.36534,9.713440000000002,0.21934,2.127659574468085,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,20000000.0,20000.0,75.76,1.36534,79.22234,75.76,1.36534,19.426880000000004,0.21934,4.25531914893617,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,100000000.0,20000.0,378.8,1.36534,382.26234,378.8,1.36534,97.13440000000001,0.21934,21.27659574468085,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,200000000.0,20000.0,757.6,1.36534,761.06234,757.6,1.36534,194.26880000000003,0.21934,42.5531914893617,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1000000000.0,20000.0,3788.0,1.36534,3791.46234,3788.0,1.36534,971.3440000000002,0.21934,212.7659574468085,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2000000000.0,20000.0,7576.0,1.36534,7579.46234,7576.0,1.36534,1942.6880000000003,0.21934,425.531914893617,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10000000000.0,20000.0,37880.0,1.36534,37883.46234,37880.0,1.36534,9713.440000000002,0.21934,2127.659574468085,0.022080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,0,100000.0,0.0,6.8267,8.9237,0.0,6.8267,0.0,1.0967,0.0,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1,100000.0,3.7879999999999996e-06,6.8267,8.923703788,3.7879999999999996e-06,6.8267,9.71344e-07,1.0967,2.1276595744680852e-07,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2,100000.0,7.575999999999999e-06,6.8267,8.923707576,7.575999999999999e-06,6.8267,1.942688e-06,1.0967,4.2553191489361704e-07,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10.0,100000.0,3.7879999999999996e-05,6.8267,8.92373788,3.7879999999999996e-05,6.8267,9.71344e-06,1.0967,2.127659574468085e-06,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,20.0,100000.0,7.575999999999999e-05,6.8267,8.92377576,7.575999999999999e-05,6.8267,1.942688e-05,1.0967,4.25531914893617e-06,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,100.0,100000.0,0.0003788,6.8267,8.9240788,0.0003788,6.8267,9.713440000000001e-05,1.0967,2.1276595744680852e-05,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,200.0,100000.0,0.0007576,6.8267,8.9244576,0.0007576,6.8267,0.00019426880000000002,1.0967,4.2553191489361704e-05,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1000.0,100000.0,0.0037879999999999997,6.8267,8.927488,0.0037879999999999997,6.8267,0.0009713440000000001,1.0967,0.00021276595744680854,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2000.0,100000.0,0.007575999999999999,6.8267,8.931276,0.007575999999999999,6.8267,0.0019426880000000001,1.0967,0.00042553191489361707,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10000.0,100000.0,0.037880000000000004,6.8267,8.96158,0.037880000000000004,6.8267,0.00971344,1.0967,0.002127659574468085,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,20000.0,100000.0,0.07576000000000001,6.8267,8.99946,0.07576000000000001,6.8267,0.01942688,1.0967,0.00425531914893617,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,100000.0,100000.0,0.3788,6.8267,9.3025,0.3788,6.8267,0.09713440000000001,1.0967,0.02127659574468085,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,200000.0,100000.0,0.7576,6.8267,9.6813,0.7576,6.8267,0.19426880000000002,1.0967,0.0425531914893617,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1000000.0,100000.0,3.788,6.8267,12.7117,3.788,6.8267,0.9713440000000002,1.0967,0.2127659574468085,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2000000.0,100000.0,7.576,6.8267,16.4997,7.576,6.8267,1.9426880000000004,1.0967,0.425531914893617,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10000000.0,100000.0,37.88,6.8267,46.803700000000006,37.88,6.8267,9.713440000000002,1.0967,2.127659574468085,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,20000000.0,100000.0,75.76,6.8267,84.6837,75.76,6.8267,19.426880000000004,1.0967,4.25531914893617,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,100000000.0,100000.0,378.8,6.8267,387.7237,378.8,6.8267,97.13440000000001,1.0967,21.27659574468085,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,200000000.0,100000.0,757.6,6.8267,766.5237,757.6,6.8267,194.26880000000003,1.0967,42.5531914893617,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1000000000.0,100000.0,3788.0,6.8267,3796.9237000000003,3788.0,6.8267,971.3440000000002,1.0967,212.7659574468085,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2000000000.0,100000.0,7576.0,6.8267,7584.923699999999,7576.0,6.8267,1942.6880000000003,1.0967,425.531914893617,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10000000000.0,100000.0,37880.0,6.8267,37888.9237,37880.0,6.8267,9713.440000000002,1.0967,2127.659574468085,0.11040446146153836,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,0,200000.0,0.0,13.6534,15.750399999999999,0.0,13.6534,0.0,2.1934,0.0,0.22080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1,200000.0,3.7879999999999996e-06,13.6534,15.750403788,3.7879999999999996e-06,13.6534,9.71344e-07,2.1934,2.1276595744680852e-07,0.22080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
 MRAM, 54, 1.460000, CMOS, 6.000000, 3000, 6000, current, 0.250000, 30.000000, current, 80, 10, 1, current, 80, 10, 1, data/cell_cfgs/STT_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2,200000.0,7.575999999999999e-06,13.6534,15.750407575999999,7.575999999999999e-06,13.6534,1.942688e-06,2.1934,4.2553191489361704e-07,0.22080892292307672,0.24413056400000002,89.806,0.9713440000000001,10.967,3.788,68.267,2.097,1
