MemCellType,CellArea (F^2),CellAspectRatio,AccessType,AccessCMOSWidth (F),SRAMCellNMOSWidth (F),SRAMCellPMOSWidth (F),ReadMode,ReadVoltage (V),MinSenseVoltage (mV),Stitching,MemoryCellInputFile,DesignTarget,DeviceRoadmap,LocalWireType,LocalWireRepeaterType,LocalWireUseLowSwing,GlobalWireType,GlobalWireRepeaterType,GlobalWireUseLowSwing,Routing,InternalSensing,Temperature (K),BufferDesignOptimization,ProcessNode,OptimizationTarget,WordWidth (bit),Capacity (MB),Benchmark Name,Read Accesses,Write Accesses,Total Dynamic Read Power (mW),Total Dynamic Write Power (mW),Total Power,Total Dynamic Read Energy (mJ),Total Dynamic Write Energy (mJ),Total Read Latency (ms),Total Write Latency (ms),Read BW Util,Write BW Util,Area (mm^2),Area Efficiency (percent),Read Latency (ns),Write Latency (ns),Read Energy (pJ),Write Energy (pJ),Leakage Power (mW),Bits Per Cell
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,0,0,0.0,0.0,28.173,0.0,0.0,0.0,0.0,0.0,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,1,0,1.031e-06,0.0,28.173001031,1.031e-06,0.0,4.3339999999999995e-06,0.0,8.713647750789675e-08,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,2,0,2.062e-06,0.0,28.173002062,2.062e-06,0.0,8.667999999999999e-06,0.0,1.742729550157935e-07,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,10.0,0,1.0309999999999998e-05,0.0,28.17301031,1.0309999999999998e-05,0.0,4.3339999999999995e-05,0.0,8.713647750789676e-07,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,20.0,0,2.0619999999999996e-05,0.0,28.17302062,2.0619999999999996e-05,0.0,8.667999999999999e-05,0.0,1.7427295501579351e-06,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,100.0,0,0.0001031,0.0,28.1731031,0.0001031,0.0,0.00043339999999999996,0.0,8.713647750789675e-06,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,200.0,0,0.0002062,0.0,28.1732062,0.0002062,0.0,0.0008667999999999999,0.0,1.742729550157935e-05,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,1000.0,0,0.001031,0.0,28.174031,0.001031,0.0,0.004333999999999999,0.0,8.713647750789675e-05,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,2000.0,0,0.002062,0.0,28.175061999999997,0.002062,0.0,0.008667999999999999,0.0,0.0001742729550157935,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,10000.0,0,0.01031,0.0,28.18331,0.01031,0.0,0.04333999999999999,0.0,0.0008713647750789675,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,20000.0,0,0.02062,0.0,28.19362,0.02062,0.0,0.08667999999999998,0.0,0.001742729550157935,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,100000.0,0,0.10309999999999998,0.0,28.2761,0.10309999999999998,0.0,0.4333999999999999,0.0,0.008713647750789675,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,200000.0,0,0.20619999999999997,0.0,28.379199999999997,0.20619999999999997,0.0,0.8667999999999998,0.0,0.01742729550157935,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,1000000.0,0,1.0309999999999997,0.0,29.203999999999997,1.0309999999999997,0.0,4.334,0.0,0.08713647750789674,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,2000000.0,0,2.0619999999999994,0.0,30.235,2.0619999999999994,0.0,8.668,0.0,0.17427295501579348,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,10000000.0,0,10.31,0.0,38.483,10.31,0.0,43.34,0.0,0.8713647750789675,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,20000000.0,0,20.62,0.0,48.793,20.62,0.0,86.68,0.0,1.742729550157935,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,100000000.0,0,103.09999999999998,0.0,131.27299999999997,103.09999999999998,0.0,433.3999999999999,0.0,8.713647750789674,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,200000000.0,0,206.19999999999996,0.0,234.37299999999996,206.19999999999996,0.0,866.7999999999998,0.0,17.427295501579348,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,1000000000.0,0,1030.9999999999998,0.0,1059.1729999999998,1030.9999999999998,0.0,4334.0,0.0,87.13647750789674,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,2000000000.0,0,2061.9999999999995,0.0,2090.1729999999993,2061.9999999999995,0.0,8668.0,0.0,174.27295501579349,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,10000000000.0,0,10310.0,0.0,10338.173,10310.0,0.0,43340.0,0.0,871.3647750789673,0.0,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,0,1,0.0,1.6919e-05,28.173016919,0.0,1.6919e-05,0.0,4.3289999999999995e-06,0.0,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,1,1,1.031e-06,1.6919e-05,28.17301795,1.031e-06,1.6919e-05,4.3339999999999995e-06,4.3289999999999995e-06,8.713647750789675e-08,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,2,1,2.062e-06,1.6919e-05,28.173018981,2.062e-06,1.6919e-05,8.667999999999999e-06,4.3289999999999995e-06,1.742729550157935e-07,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,10.0,1,1.0309999999999998e-05,1.6919e-05,28.173027229,1.0309999999999998e-05,1.6919e-05,4.3339999999999995e-05,4.3289999999999995e-06,8.713647750789676e-07,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,20.0,1,2.0619999999999996e-05,1.6919e-05,28.173037539,2.0619999999999996e-05,1.6919e-05,8.667999999999999e-05,4.3289999999999995e-06,1.7427295501579351e-06,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,100.0,1,0.0001031,1.6919e-05,28.173120019,0.0001031,1.6919e-05,0.00043339999999999996,4.3289999999999995e-06,8.713647750789675e-06,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,200.0,1,0.0002062,1.6919e-05,28.173223119,0.0002062,1.6919e-05,0.0008667999999999999,4.3289999999999995e-06,1.742729550157935e-05,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,1000.0,1,0.001031,1.6919e-05,28.174047919,0.001031,1.6919e-05,0.004333999999999999,4.3289999999999995e-06,8.713647750789675e-05,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,2000.0,1,0.002062,1.6919e-05,28.175078918999997,0.002062,1.6919e-05,0.008667999999999999,4.3289999999999995e-06,0.0001742729550157935,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,10000.0,1,0.01031,1.6919e-05,28.183326919,0.01031,1.6919e-05,0.04333999999999999,4.3289999999999995e-06,0.0008713647750789675,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,20000.0,1,0.02062,1.6919e-05,28.193636919,0.02062,1.6919e-05,0.08667999999999998,4.3289999999999995e-06,0.001742729550157935,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,100000.0,1,0.10309999999999998,1.6919e-05,28.276116919,0.10309999999999998,1.6919e-05,0.4333999999999999,4.3289999999999995e-06,0.008713647750789675,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,200000.0,1,0.20619999999999997,1.6919e-05,28.379216918999997,0.20619999999999997,1.6919e-05,0.8667999999999998,4.3289999999999995e-06,0.01742729550157935,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,1000000.0,1,1.0309999999999997,1.6919e-05,29.204016918999997,1.0309999999999997,1.6919e-05,4.334,4.3289999999999995e-06,0.08713647750789674,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,2000000.0,1,2.0619999999999994,1.6919e-05,30.235016919,2.0619999999999994,1.6919e-05,8.668,4.3289999999999995e-06,0.17427295501579348,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,10000000.0,1,10.31,1.6919e-05,38.48301691899999,10.31,1.6919e-05,43.34,4.3289999999999995e-06,0.8713647750789675,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,20000000.0,1,20.62,1.6919e-05,48.793016918999996,20.62,1.6919e-05,86.68,4.3289999999999995e-06,1.742729550157935,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,100000000.0,1,103.09999999999998,1.6919e-05,131.27301691899996,103.09999999999998,1.6919e-05,433.3999999999999,4.3289999999999995e-06,8.713647750789674,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,200000000.0,1,206.19999999999996,1.6919e-05,234.37301691899995,206.19999999999996,1.6919e-05,866.7999999999998,4.3289999999999995e-06,17.427295501579348,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,1000000000.0,1,1030.9999999999998,1.6919e-05,1059.1730169189998,1030.9999999999998,1.6919e-05,4334.0,4.3289999999999995e-06,87.13647750789674,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,2000000000.0,1,2061.9999999999995,1.6919e-05,2090.173016918999,2061.9999999999995,1.6919e-05,8668.0,4.3289999999999995e-06,174.27295501579349,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,10000000000.0,1,10310.0,1.6919e-05,10338.173016919001,10310.0,1.6919e-05,43340.0,4.3289999999999995e-06,871.3647750789673,6.611570247933884e-08,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,0,2,0.0,3.3838e-05,28.173033838,0.0,3.3838e-05,0.0,8.657999999999999e-06,0.0,1.3223140495867768e-07,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,1,2,1.031e-06,3.3838e-05,28.173034869,1.031e-06,3.3838e-05,4.3339999999999995e-06,8.657999999999999e-06,8.713647750789675e-08,1.3223140495867768e-07,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,2,2,2.062e-06,3.3838e-05,28.1730359,2.062e-06,3.3838e-05,8.667999999999999e-06,8.657999999999999e-06,1.742729550157935e-07,1.3223140495867768e-07,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,10.0,2,1.0309999999999998e-05,3.3838e-05,28.173044148,1.0309999999999998e-05,3.3838e-05,4.3339999999999995e-05,8.657999999999999e-06,8.713647750789676e-07,1.3223140495867768e-07,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,20.0,2,2.0619999999999996e-05,3.3838e-05,28.173054458,2.0619999999999996e-05,3.3838e-05,8.667999999999999e-05,8.657999999999999e-06,1.7427295501579351e-06,1.3223140495867768e-07,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,100.0,2,0.0001031,3.3838e-05,28.173136938,0.0001031,3.3838e-05,0.00043339999999999996,8.657999999999999e-06,8.713647750789675e-06,1.3223140495867768e-07,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,200.0,2,0.0002062,3.3838e-05,28.173240038,0.0002062,3.3838e-05,0.0008667999999999999,8.657999999999999e-06,1.742729550157935e-05,1.3223140495867768e-07,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
 SRAM, 146, 1.460000, CMOS, 1.310000, 2.080000, 1.230000, voltage, 1.1, 80, 16, data/cell_cfgs/SRAM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, non-H-tree, false, 350, balanced, 22, ReadEDP, 64, 1,test,1000.0,2,0.001031,3.3838e-05,28.174064838,0.001031,3.3838e-05,0.004333999999999999,8.657999999999999e-06,8.713647750789675e-05,1.3223140495867768e-07,0.654296934,90.597,4.334,4.329,1.031,16.919,28.173,1
