MemCellType,CellArea (F^2),CellAspectRatio,AccessType,AccessCMOSWidth (F),ResistanceOn (ohm),ResistanceOff (ohm),ReadMode,ReadVoltage (V),ReadEnergy (pJ),ResetMode,ResetCurrent (uA),ResetPulse (ns),SetMode,SetCurrent (uA),SetPulse (ns),MemoryCellInputFile,DesignTarget,DeviceRoadmap,LocalWireType,LocalWireRepeaterType,LocalWireUseLowSwing,GlobalWireType,GlobalWireRepeaterType,GlobalWireUseLowSwing,Routing,InternalSensing,Temperature (K),BufferDesignOptimization,ProcessNode,OptimizationTarget,WordWidth (bit),Capacity (MB),Benchmark Name,Read Accesses,Write Accesses,Total Dynamic Read Power (mW),Total Dynamic Write Power (mW),Total Power,Total Dynamic Read Energy (mJ),Total Dynamic Write Energy (mJ),Total Read Latency (ms),Total Write Latency (ms),Read BW Util,Write BW Util,Area (mm^2),Area Efficiency (percent),Read Latency (ns),Write Latency (ns),Read Energy (pJ),Write Energy (pJ),Leakage Power (mW),Bits Per Cell
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,0,0,0.0,0.0,21.368,0.0,0.0,0.0,0.0,0.0,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1,0,3.7559999999999997e-06,0.0,21.368003756,3.7559999999999997e-06,0.0,6.59354e-07,0.0,3.615819209039548e-08,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2,0,7.511999999999999e-06,0.0,21.368007512,7.511999999999999e-06,0.0,1.318708e-06,0.0,7.231638418079096e-08,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10.0,0,3.756e-05,0.0,21.368037559999998,3.756e-05,0.0,6.59354e-06,0.0,3.6158192090395485e-07,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,20.0,0,7.512e-05,0.0,21.36807512,7.512e-05,0.0,1.318708e-05,0.0,7.231638418079097e-07,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,100.0,0,0.00037559999999999997,0.0,21.3683756,0.00037559999999999997,0.0,6.59354e-05,0.0,3.6158192090395483e-06,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,200.0,0,0.0007511999999999999,0.0,21.3687512,0.0007511999999999999,0.0,0.0001318708,0.0,7.2316384180790965e-06,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1000.0,0,0.003756,0.0,21.371755999999998,0.003756,0.0,0.000659354,0.0,3.615819209039548e-05,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2000.0,0,0.007512,0.0,21.375511999999997,0.007512,0.0,0.001318708,0.0,7.231638418079096e-05,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10000.0,0,0.03756,0.0,21.405559999999998,0.03756,0.0,0.00659354,0.0,0.0003615819209039548,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,20000.0,0,0.07512,0.0,21.443119999999997,0.07512,0.0,0.01318708,0.0,0.0007231638418079096,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,100000.0,0,0.37560000000000004,0.0,21.743599999999997,0.37560000000000004,0.0,0.06593539999999999,0.0,0.003615819209039548,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,200000.0,0,0.7512000000000001,0.0,22.1192,0.7512000000000001,0.0,0.13187079999999998,0.0,0.007231638418079096,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1000000.0,0,3.756,0.0,25.124,3.756,0.0,0.659354,0.0,0.03615819209039548,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2000000.0,0,7.512,0.0,28.88,7.512,0.0,1.318708,0.0,0.07231638418079096,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10000000.0,0,37.56,0.0,58.928,37.56,0.0,6.59354,0.0,0.3615819209039548,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,20000000.0,0,75.12,0.0,96.488,75.12,0.0,13.18708,0.0,0.7231638418079096,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,100000000.0,0,375.6,0.0,396.968,375.6,0.0,65.93539999999999,0.0,3.615819209039548,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,200000000.0,0,751.2,0.0,772.5680000000001,751.2,0.0,131.87079999999997,0.0,7.231638418079096,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1000000000.0,0,3756.0,0.0,3777.368,3756.0,0.0,659.354,0.0,36.15819209039548,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2000000000.0,0,7512.0,0.0,7533.368,7512.0,0.0,1318.708,0.0,72.31638418079096,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10000000000.0,0,37560.0,0.0,37581.368,37560.0,0.0,6593.54,0.0,361.5819209039548,0.0,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,0,1,0.0,8.981e-06,21.368008981,0.0,8.981e-06,0.0,0.000150381,0.0,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1,1,3.7559999999999997e-06,8.981e-06,21.368012737,3.7559999999999997e-06,8.981e-06,6.59354e-07,0.000150381,3.615819209039548e-08,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2,1,7.511999999999999e-06,8.981e-06,21.368016493,7.511999999999999e-06,8.981e-06,1.318708e-06,0.000150381,7.231638418079096e-08,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10.0,1,3.756e-05,8.981e-06,21.368046541,3.756e-05,8.981e-06,6.59354e-06,0.000150381,3.6158192090395485e-07,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,20.0,1,7.512e-05,8.981e-06,21.368084101,7.512e-05,8.981e-06,1.318708e-05,0.000150381,7.231638418079097e-07,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,100.0,1,0.00037559999999999997,8.981e-06,21.368384581,0.00037559999999999997,8.981e-06,6.59354e-05,0.000150381,3.6158192090395483e-06,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,200.0,1,0.0007511999999999999,8.981e-06,21.368760181,0.0007511999999999999,8.981e-06,0.0001318708,0.000150381,7.2316384180790965e-06,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1000.0,1,0.003756,8.981e-06,21.371764981,0.003756,8.981e-06,0.000659354,0.000150381,3.615819209039548e-05,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2000.0,1,0.007512,8.981e-06,21.375520980999998,0.007512,8.981e-06,0.001318708,0.000150381,7.231638418079096e-05,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10000.0,1,0.03756,8.981e-06,21.405568981,0.03756,8.981e-06,0.00659354,0.000150381,0.0003615819209039548,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,20000.0,1,0.07512,8.981e-06,21.443128980999997,0.07512,8.981e-06,0.01318708,0.000150381,0.0007231638418079096,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,100000.0,1,0.37560000000000004,8.981e-06,21.743608980999998,0.37560000000000004,8.981e-06,0.06593539999999999,0.000150381,0.003615819209039548,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,200000.0,1,0.7512000000000001,8.981e-06,22.119208981,0.7512000000000001,8.981e-06,0.13187079999999998,0.000150381,0.007231638418079096,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1000000.0,1,3.756,8.981e-06,25.124008981,3.756,8.981e-06,0.659354,0.000150381,0.03615819209039548,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2000000.0,1,7.512,8.981e-06,28.880008981,7.512,8.981e-06,1.318708,0.000150381,0.07231638418079096,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10000000.0,1,37.56,8.981e-06,58.928008981,37.56,8.981e-06,6.59354,0.000150381,0.3615819209039548,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,20000000.0,1,75.12,8.981e-06,96.488008981,75.12,8.981e-06,13.18708,0.000150381,0.7231638418079096,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,100000000.0,1,375.6,8.981e-06,396.968008981,375.6,8.981e-06,65.93539999999999,0.000150381,3.615819209039548,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,200000000.0,1,751.2,8.981e-06,772.568008981,751.2,8.981e-06,131.87079999999997,0.000150381,7.231638418079096,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1000000000.0,1,3756.0,8.981e-06,3777.368008981,3756.0,8.981e-06,659.354,0.000150381,36.15819209039548,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2000000000.0,1,7512.0,8.981e-06,7533.3680089810005,7512.0,8.981e-06,1318.708,0.000150381,72.31638418079096,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10000000000.0,1,37560.0,8.981e-06,37581.368008981,37560.0,8.981e-06,6593.54,0.000150381,361.5819209039548,1.5388372311449234e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,0,2,0.0,1.7962e-05,21.368017962,0.0,1.7962e-05,0.0,0.000300762,0.0,3.077674462289847e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,1,2,3.7559999999999997e-06,1.7962e-05,21.368021718,3.7559999999999997e-06,1.7962e-05,6.59354e-07,0.000300762,3.615819209039548e-08,3.077674462289847e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,2,2,7.511999999999999e-06,1.7962e-05,21.368025474,7.511999999999999e-06,1.7962e-05,1.318708e-06,0.000300762,7.231638418079096e-08,3.077674462289847e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,10.0,2,3.756e-05,1.7962e-05,21.368055522,3.756e-05,1.7962e-05,6.59354e-06,0.000300762,3.6158192090395485e-07,3.077674462289847e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,20.0,2,7.512e-05,1.7962e-05,21.368093082,7.512e-05,1.7962e-05,1.318708e-05,0.000300762,7.231638418079097e-07,3.077674462289847e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
 PCRAM, 19, 1.460000, CMOS, 6.000000, 1000, 1000000, voltage, 1.000000, 2.000000, current, 10, 40, current, 0.2, 150, data/cell_cfgs/PCM_default.cell, RAM, LOP, LocalAggressive, RepeatedNone, No, GlobalAggressive, RepeatedNone, No, H-tree, true, 350, balanced, 22, ReadEDP, 64, 1,test,100.0,2,0.00037559999999999997,1.7962e-05,21.368393562,0.00037559999999999997,1.7962e-05,6.59354e-05,0.000300762,3.6158192090395483e-06,3.077674462289847e-05,0.17760685399999998,43.434,0.659354,150.381,3.756,8.981,21.368,1
